|id|order_date|ship_mode|customer_id|sales
41|103191|2014-09-22|Standard|VG-21805|331.536
42|103219|2014-11-09|Standard|BF-11215|56.52
43|103310|2014-05-10|Standard|GM-14680|1769.7839999999999
44|103317|2014-07-05|First|DM-13525|242.546
45|103331|2014-08-26|Standard|KB-16315|31.4
46|103366|2014-01-15|First|EH-13990|149.95
47|103373|2014-05-18|Standard|BS-11755|779.796
48|103401|2014-11-21|Standard|GR-14560|12.96
49|103429|2014-05-30|First|LW-16825|765.4939999999999
50|103492|2014-10-10|Standard|CM-12715|1488.774
51|103527|2014-09-09|Second|CC-12220|10.895999999999999
52|103590|2014-11-30|Standard|JL-15505|62.28
53|103660|2014-08-25|Standard|MW-18220|1007.944
54|103702|2014-09-12|Standard|AF-10885|63.924
55|103744|2014-02-23|Standard|MG-17875|11.364
56|103800|2014-01-03|Standard|DP-13000|16.448
57|103807|2014-12-02|Standard|EM-13825|21.19
58|103849|2014-05-11|Standard|PG-18895|225.016
59|103940|2014-09-17|Standard|BN-11515|260.79
60|103989|2014-03-19|First|MC-17605|590.762
61|104178|2014-08-25|Standard|JM-15265|176.14
62|104269|2014-03-01|Second|DB-13060|457.56800000000004
63|104283|2014-06-27|Standard|LM-17065|616.14
64|104402|2014-06-17|Standard|DB-13660|65.97
65|104472|2014-06-02|Standard|CK-12325|133.128
66|104563|2014-03-07|Standard|CM-12715|1143.822
67|104738|2014-12-30|Second|SP-20620|609.614
68|104773|2014-12-08|Standard|TB-21175|60.416000000000004
69|104780|2014-05-21|Standard|BT-11530|31.84
70|104808|2014-02-04|Second|MH-17440|17.248
71|104829|2014-11-18|Second|JG-15805|21.98
72|104976|2014-12-09|Standard|CK-12760|34.68
73|105165|2014-09-07|First|SZ-20035|469.043
74|105172|2014-04-04|Standard|PK-18910|18.9
75|105249|2014-11-28|Same Day|DH-13675|460.092
76|105270|2014-11-11|Standard|AP-10915|143.128
77|105340|2014-11-22|First|EH-14185|6.928
78|105417|2014-01-07|Standard|VS-21820|87.15799999999999
79|105648|2014-03-03|Standard|EJ-14155|626.352
80|105872|2014-05-30|Standard|JG-15160|70.368
81|105893|2014-11-11|Standard|PK-19075|665.88
82|105984|2014-11-24|Same Day|MY-18295|1661.0279999999998
83|106054|2014-01-06|First|JO-15145|12.78
84|106229|2014-06-07|Second|NR-18550|268.935
85|106264|2014-12-26|Standard|CK-12595|15.39
86|106376|2014-12-05|Standard|BS-11590|1280.992
87|106439|2014-10-31|Standard|GG-14650|1007.936
88|106572|2014-09-05|Standard|NP-18700|264.32
89|106719|2014-08-24|Same Day|RB-19645|8.288
90|106726|2014-12-06|First|RS-19765|1261.33
91|106803|2014-12-29|Standard|DC-13285|144.36
92|106810|2014-05-14|Standard|AJ-10795|310.88
93|106971|2014-09-02|Standard|BM-11785|475.944
94|107139|2014-07-05|Standard|DP-13390|180.96
95|107153|2014-09-28|Standard|GZ-14545|46.26
96|107181|2014-02-04|Standard|DB-13270|117.13600000000001
97|107398|2014-08-25|Standard|BS-11590|30.246
98|107454|2014-11-02|Standard|RD-19720|124.2
99|107524|2014-03-02|Standard|KN-16705|47.76
100|107573|2014-12-12|Standard|PB-19150|23.471999999999998
101|107594|2014-07-02|Standard|EH-13945|79.56
102|107706|2014-02-14|Second|ST-20530|16.176
103|107755|2014-02-07|Standard|CK-12760|115.36
104|107769|2014-10-28|Standard|BT-11395|257.98
105|107811|2014-04-29|Standard|LA-16780|661.5039999999999
106|107818|2014-09-08|Standard|MC-17275|1771.52
107|107916|2014-08-24|First|JP-15460|25.951999999999998
108|108147|2014-06-08|Standard|RD-19480|1745.36
109|108182|2014-02-06|Second|DL-13315|8.952
110|108189|2014-10-02|First|ES-14080|598.144
111|108273|2014-12-16|Standard|EJ-13720|92.85600000000001
112|108609|2014-10-31|Second|AJ-10780|1421.664
113|108707|2014-10-24|Standard|DB-12910|10.368
114|108861|2014-05-28|Standard|MM-17260|136.96
115|108903|2014-10-03|Same Day|DO-13435|212.952
116|109043|2014-08-15|First|CS-12355|243.6
117|109127|2014-12-21|Standard|JC-15775|17.28
118|109134|2014-11-05|Standard|DE-13255|20.04
119|109218|2014-06-30|Second|AR-10825|32.4
120|109232|2014-01-13|Second|ND-18370|545.94
121|109302|2014-08-12|Standard|CS-12175|196.21
122|109491|2014-02-20|Standard|LC-16930|82.63
123|109680|2014-10-06|First|VP-21760|386.34
124|109855|2014-09-01|Standard|LH-16900|380.744
125|109890|2014-07-21|Standard|PG-18820|35.98
126|109897|2014-08-12|Standard|BW-11200|891.7760000000001
127|109904|2014-07-14|Second|BF-10975|17.94
128|109918|2014-09-07|Second|LR-17035|131.84
129|109932|2014-12-09|First|VP-21760|247.78400000000002
130|110030|2014-12-06|Second|LF-17185|23.976
131|110065|2014-08-05|Standard|SP-20650|151.95
132|110072|2014-10-22|Standard|MG-17680|93.88799999999999
133|110100|2014-04-25|Standard|LC-16885|302.376
134|110184|2014-07-12|Standard|BF-11170|505.686
135|110219|2014-05-05|First|EB-13870|127.869
136|110352|2014-11-23|Standard|ED-13885|23.68
137|110408|2014-10-18|Second|AS-10225|2216.8
138|110422|2014-01-21|Second|TB-21400|25.248
139|110527|2014-08-09|Standard|ED-13885|20.88
140|110555|2014-04-11|Standard|MM-18055|410.10400000000004
141|110611|2014-10-06|Standard|JD-16015|83.92
142|110639|2014-08-23|Same Day|RH-19495|71.84
143|110786|2014-12-29|Standard|AJ-10795|1365.63
144|110849|2014-04-18|Standard|JL-15835|323.45799999999997
145|111003|2014-06-01|Standard|CR-12625|334.68
146|111059|2014-02-03|Second|TB-21400|97.11200000000001
147|111150|2014-12-31|Standard|RW-19630|77.21
148|111157|2014-03-02|Standard|NH-18610|154.624
149|111192|2014-07-30|Standard|TS-21430|1367.84
150|111360|2014-11-24|Standard|AT-10435|5.742000000000001
151|111451|2014-12-26|First|KL-16555|855.2719999999999
152|111500|2014-08-17|Standard|DJ-13510|484.79
153|111773|2014-06-29|Standard|JK-15625|13.92
154|111857|2014-04-23|Second|NM-18445|48.91
155|111871|2014-03-18|Second|EK-13795|1198.33
156|111899|2014-05-04|First|NC-18340|43.312
157|111934|2014-05-05|First|GD-14590|47.32
158|111962|2014-09-29|Standard|EB-14170|817.798
159|112158|2014-12-02|First|DP-13165|1050.6
160|112291|2014-04-03|Standard|KE-16420|233.45
161|112326|2014-01-04|Standard|PO-19195|288.06
162|112403|2014-03-31|Same Day|JO-15280|0.852
163|112718|2014-12-16|Standard|KN-16450|1.167
164|112837|2014-09-11|Standard|LW-17125|127.95
165|112851|2014-09-17|Standard|NR-18550|182.94
166|113047|2014-10-24|Same Day|AP-10915|11.85
167|113166|2014-12-24|First|LF-17185|9.568
168|113257|2014-12-16|Second|SC-20305|328.592
169|113271|2014-07-09|Standard|DS-13030|172.097
170|113320|2014-12-12|Second|LH-17155|30.72
171|113362|2014-09-14|Standard|AJ-10960|460.22
172|113383|2014-09-10|First|SF-20065|336.82
173|113579|2014-12-13|Second|KD-16345|90.24
174|113768|2014-05-13|Standard|AH-10030|287.45599999999996
175|113859|2014-09-13|Standard|BC-11125|340.116
176|113880|2014-03-01|Standard|VF-21715|651.5880000000001
177|113887|2014-04-05|First|TH-21550|55.48
178|113929|2014-06-16|Standard|CK-12205|115.95200000000001
179|113964|2014-09-23|Standard|JP-16135|18.464000000000002
180|114125|2014-07-09|Standard|GH-14410|68.704
181|114181|2014-05-10|Second|AF-10885|372.285
182|114195|2014-11-01|First|EA-14035|94.264
183|114251|2014-11-05|Standard|MD-17350|1476.8339999999998
184|114314|2014-10-11|Standard|DB-13555|16.23
185|114321|2014-08-20|Standard|NC-18535|1417.35
186|114335|2014-09-28|Standard|XP-21865|337.088
187|114433|2014-05-13|Standard|NP-18325|149.97
188|114510|2014-03-14|Standard|JF-15295|280.276
189|114517|2014-12-23|Standard|TH-21235|109.836
190|114643|2014-06-13|Standard|FM-14215|14.52
191|114790|2014-03-11|Second|FM-14215|782.63
192|115049|2014-09-26|Standard|MM-17920|153.82399999999998
193|115056|2014-05-02|Same Day|AR-10510|26.136
194|115084|2014-10-18|Standard|LS-17200|605.34
195|115133|2014-09-26|Standard|DA-13450|52.751999999999995
196|115161|2014-01-31|First|LC-17050|290.666
197|115259|2014-08-25|Second|RC-19960|199.25599999999997
198|115336|2014-11-18|Standard|AB-10600|14.48
199|115357|2014-08-06|Second|RF-19735|62.91
200|115791|2014-01-16|Second|DL-13315|299.964
201|115812|2014-06-09|Standard|BH-11710|3714.304
202|115889|2014-11-02|Standard|SH-20395|409.30400000000003
203|115973|2014-11-24|First|NG-18430|2.6239999999999997
204|115980|2014-07-15|Standard|VW-21775|9.51
205|116190|2014-07-26|Standard|SG-20470|256.48
206|116239|2014-03-04|Same Day|CL-12565|354.9
207|116246|2014-09-12|Second|LW-17215|3785.292
208|116407|2014-11-15|Standard|JF-15190|362.176
209|116568|2014-12-14|Standard|BM-11785|186.304
210|116666|2014-05-08|First|KT-16480|1799.97
211|116673|2014-12-15|Second|JO-15280|6.16
212|116757|2014-06-30|Standard|MS-17980|47.232
213|116785|2014-04-26|Standard|MH-17290|34.0
214|116834|2014-10-11|Standard|Dp-13240|408.47
215|116904|2014-09-23|Standard|SC-20095|9900.19
216|116932|2014-07-21|Standard|ME-18010|1173.616
217|117016|2014-03-04|Standard|SC-20095|15.552
218|117317|2014-10-19|Same Day|JF-15490|13.44
219|117345|2014-08-01|Standard|BF-10975|202.896
220|117429|2014-10-07|Standard|MR-17545|129.92
221|117464|2014-07-22|Second|NP-18325|1136.0919999999999
222|117478|2014-09-21|First|LH-16750|6.57
223|117639|2014-05-21|Standard|MW-18235|3333.9
224|117709|2014-05-04|Standard|PM-18940|46.8
225|117765|2014-09-07|Standard|RB-19465|643.78
226|118192|2014-01-13|Standard|MM-17920|40.846
227|118276|2014-12-29|Standard|MG-17890|8.736
228|118304|2014-04-29|Standard|KH-16360|19.98
229|118339|2014-03-17|Standard|BN-11515|249.92
230|118962|2014-08-05|Standard|CS-12130|472.04400000000004
231|118976|2014-04-28|Standard|MY-18295|526.96
232|119032|2014-11-27|Standard|MS-17770|3.76
233|119144|2014-11-16|First|JD-16150|730.8525
234|119151|2014-11-25|Second|MP-18175|1393.872
235|119172|2014-05-11|Standard|HD-14785|122.052
236|119375|2014-11-17|Standard|YC-21895|3116.49
237|119466|2014-12-15|Standard|SP-20860|8.544
238|119529|2014-11-03|Second|DM-13345|5.76
239|119977|2014-10-08|Second|DN-13690|123.92
240|120096|2014-07-04|First|KE-16420|209.968
241|120243|2014-12-27|Second|AT-10435|11.56
242|120278|2014-11-07|Standard|MS-17365|317.48
243|120411|2014-09-20|First|SB-20185|504.55
244|120432|2014-08-24|Second|DW-13585|25.5
245|120474|2014-12-01|First|RP-19390|2854.48
246|120544|2014-11-23|Standard|SS-20140|46.088
247|120670|2014-11-02|Standard|JK-16120|799.92
248|120768|2014-12-19|Second|IM-15070|1979.89
249|120775|2014-10-03|Standard|RD-19930|57.908
250|120838|2014-03-23|Second|PO-18865|935.1519999999999
251|120852|2014-12-20|Standard|WB-21850|84.87200000000001
252|120887|2014-09-27|Standard|TS-21205|87.54
253|120950|2014-11-06|Standard|GA-14515|43.68
254|121006|2014-11-10|Standard|SC-20020|1194.87
255|121167|2014-11-28|Second|MO-17500|17.248
256|121286|2014-11-04|Second|ON-18715|66.616
257|121573|2014-11-03|Standard|SG-20605|840.712
258|121629|2014-11-28|Standard|BT-11680|998.85
259|121664|2014-05-06|Standard|HP-14815|140.736
260|121727|2014-08-19|Standard|JK-15625|10.72
261|121762|2014-02-14|Standard|ML-17395|560.55
262|121769|2014-04-08|Standard|JS-15880|172.11
263|122070|2014-04-22|Second|AH-10030|257.752
264|122217|2014-11-24|Standard|HP-14815|111.15
265|122336|2014-04-13|Second|JD-15895|630.746
266|122567|2014-02-16|Standard|MN-17935|9.04
267|122588|2014-11-25|Second|AR-10540|52.96
268|122609|2014-11-12|Standard|DP-13000|153.112
269|122679|2014-07-22|Standard|AB-10255|19.68
270|122749|2014-12-03|Standard|NG-18430|479.96
271|122882|2014-09-07|Standard|SB-20290|539.0740000000001
272|122931|2014-09-29|Standard|SM-20950|2358.672
273|123064|2014-06-30|First|RA-19915|5.247999999999999
274|123127|2014-09-08|Standard|SP-20620|16.78
275|123225|2014-07-11|First|MN-17935|586.336
276|123253|2014-08-22|Second|DE-13255|3.912
277|123260|2014-08-26|Standard|FM-14290|176.8
278|123295|2014-07-18|Same Day|AH-10120|259.13599999999997
279|123316|2014-10-13|Standard|SP-20545|7.752000000000001
280|123323|2014-11-07|Standard|LH-16900|123.14399999999999
281|123344|2014-09-24|Standard|JD-16060|211.96
282|123400|2014-02-02|Standard|EB-13930|199.296
283|123477|2014-01-18|Second|DW-13195|64.86399999999999
284|123498|2014-11-07|First|TC-20980|100.398
285|123855|2014-06-18|Standard|MC-18100|139.8
286|123925|2014-12-17|Second|RF-19840|40.05
287|124023|2014-04-07|First|PJ-19015|8.96
288|124079|2014-12-13|Standard|RF-19345|93.17399999999999
289|124247|2014-12-16|Standard|SH-20635|1403.92
290|124394|2014-10-17|Second|TB-21520|130.756
291|124429|2014-05-27|Same Day|MH-17785|926.44
292|124464|2014-07-14|Standard|SS-20515|39.48
293|124478|2014-08-08|Standard|MA-17560|1109.725
294|124513|2014-09-21|Standard|SL-20155|66.03
295|124618|2014-05-02|Second|CS-11860|479.98400000000004
296|124646|2014-06-22|First|DV-13465|663.75
297|124688|2014-08-27|First|CC-12610|1812.01
298|124702|2014-11-18|Standard|MH-17785|867.74
299|124709|2014-07-27|Second|GW-14605|238.0
300|124723|2014-08-05|Standard|GZ-14470|489.23
301|124730|2014-11-26|Same Day|LS-17245|414.63
302|124737|2014-08-23|Standard|AP-10915|424.376
303|124807|2014-07-12|Second|ME-17725|59.696000000000005
304|124856|2014-09-29|Second|LD-17005|1609.32
305|125136|2014-09-28|Standard|KD-16495|106.944
306|125150|2014-05-16|Standard|PW-19030|232.88
307|125171|2014-09-03|Same Day|AG-10390|14.4
308|125514|2014-09-21|First|BM-11650|68.71
309|125542|2014-12-05|First|NB-18655|521.224
310|125556|2014-11-14|Second|ML-17410|876.73
311|125612|2014-08-03|Standard|BK-11260|163.62
312|125682|2014-11-22|First|RB-19645|9.96
313|125731|2014-09-10|Standard|CL-12565|1508.7679999999998
314|125759|2014-02-08|First|NM-18445|14.56
315|125829|2014-11-04|Standard|WB-21850|1729.4160000000002
316|125997|2014-09-20|First|MW-18220|3519.37
317|126032|2014-06-23|Standard|BS-11665|86.376
318|126193|2014-09-07|Standard|SS-20410|321.978
319|126200|2014-08-25|Standard|JE-15715|38.064
320|126277|2014-09-13|Second|LH-16900|2.502
321|126333|2014-12-23|Standard|ME-18010|5.184
322|126361|2014-08-04|Second|VD-21670|2126.034
323|126403|2014-09-09|Second|RR-19525|2304.37
324|126480|2014-09-20|Standard|HG-14965|8.56
325|126522|2014-09-01|Second|LT-16765|53.94
326|126683|2014-09-29|Second|PP-18955|2354.98
327|126760|2014-07-26|Standard|KM-16720|1891.316
328|126802|2014-12-29|Standard|ZC-21910|38.976
329|126907|2014-11-01|Standard|SM-20950|15.696
330|126963|2014-06-15|Same Day|PS-18760|36.544000000000004
331|127012|2014-08-11|Standard|GM-14680|76.28
332|127131|2014-11-24|Standard|HR-14830|721.4760000000001
333|127159|2014-05-12|First|HL-15040|34.79
334|127166|2014-05-21|Second|KH-16360|186.908
335|127187|2014-12-04|Standard|CP-12085|129.98
336|127299|2014-09-19|Standard|JL-15835|2692.329
337|127383|2014-12-31|Standard|CM-11815|49.568000000000005
338|127446|2014-11-25|Standard|MC-17590|1273.623
339|127488|2014-09-22|Second|MS-17365|4.6080000000000005
340|127523|2014-05-11|Standard|BG-11695|35.91
341|127558|2014-11-15|First|SS-20410|803.04
342|127586|2014-09-26|Standard|CS-12400|310.12
343|127614|2014-02-11|Standard|NF-18385|1508.13
344|127691|2014-07-22|Standard|EM-14065|165.94
345|127859|2014-03-17|Second|QJ-19255|126.624
346|127866|2014-07-20|First|JD-15895|602.43
347|127936|2014-09-02|First|CL-12565|21.24
348|127964|2014-03-03|Standard|AP-10720|161.07
349|128055|2014-03-31|Standard|AA-10315|726.548
350|128062|2014-11-19|Second|AD-10180|5.88
351|128146|2014-06-21|Standard|DB-13060|1326.69
352|128209|2014-11-17|Standard|GT-14710|6160.616
353|128237|2014-03-25|Standard|CA-12265|92.36
354|128524|2014-11-11|First|MZ-17515|2158.694
355|128538|2014-10-11|Standard|AS-10240|7.64
356|128622|2014-11-15|Second|SC-20260|10.95
357|128839|2014-09-08|Standard|TT-21070|254.97
358|128846|2014-04-07|Standard|RS-19765|752.92
359|128888|2014-11-15|Standard|PB-19105|604.656
360|128986|2014-08-03|Second|GH-14410|93.024
361|129091|2014-11-22|Standard|RA-19885|1022.61
362|129147|2014-11-02|Standard|LC-17050|609.438
363|129168|2014-08-17|Standard|KB-16585|15.552
364|129189|2014-07-21|Standard|HM-14860|751.8860000000001
365|129364|2014-12-08|Standard|TB-21250|265.784
366|129574|2014-05-26|First|Dp-13240|48.4
367|129819|2014-12-13|Second|KC-16675|12.39
368|129924|2014-07-12|Standard|AC-10420|706.064
369|129938|2014-12-15|Second|EB-13705|445.80199999999996
370|130092|2014-01-11|First|SV-20365|9.94
371|130155|2014-05-19|First|TD-20995|34.2
372|130274|2014-05-03|First|JS-15940|21.56
373|130421|2014-03-03|Standard|SC-20020|176.77200000000002
374|130428|2014-03-31|Same Day|TG-21640|1142.165
375|130449|2014-09-06|First|VP-21760|100.36
376|130575|2014-12-14|First|CS-11845|9.264
377|130624|2014-06-21|First|TB-21280|697.32
378|130673|2014-05-20|Second|MC-17590|108.444
379|130729|2014-10-24|Standard|AA-10375|34.272
380|130813|2014-01-06|Second|LS-17230|19.44
381|130869|2014-11-17|Standard|CB-12025|7.08
382|130918|2014-08-22|Second|JP-15520|7.632000000000001
383|130960|2014-12-30|Standard|KB-16600|9.84
384|131002|2014-09-07|Second|TB-21400|1040.19
385|131009|2014-03-01|Standard|SC-20380|574.194
386|131051|2014-12-01|Standard|TR-21325|58.2
387|131247|2014-03-30|Standard|GA-14725|205.666
388|131310|2014-07-12|Standard|CL-12565|134.4
389|131387|2014-04-28|First|AI-10855|1679.96
390|131450|2014-08-08|Standard|LR-16915|2049.8160000000003
391|131527|2014-12-01|Standard|TB-21280|95.96799999999999
392|131541|2014-07-28|Same Day|CK-12205|193.15200000000002
393|131800|2014-12-30|Standard|AJ-10960|158.388
394|131905|2014-02-06|First|ND-18460|321.56
395|131926|2014-06-01|Second|DW-13480|3745.63
396|131947|2014-09-17|Standard|JA-15970|318.293
397|132010|2014-10-13|First|MA-17995|389.74
398|132227|2014-11-04|Standard|SZ-20035|52.06399999999999
399|132451|2014-09-26|First|KF-16285|604.992
400|132500|2014-09-08|Standard|GZ-14470|49.98
401|132542|2014-10-06|Second|AM-10360|15.36
402|132612|2014-06-09|Second|FO-14305|1441.3
403|132787|2014-09-19|Standard|MC-18130|92.52
404|132801|2014-10-07|Standard|JG-15805|107.44
405|132864|2014-12-02|Standard|KN-16390|119.8
406|132913|2014-12-24|First|AS-10090|13.97
407|132962|2014-09-13|First|JM-15535|267.552
408|132983|2014-04-28|Standard|DS-13180|159.98
409|133158|2014-08-19|Second|DW-13195|358.69599999999997
410|133228|2014-04-04|Standard|MS-17710|84.83
411|133270|2014-06-06|First|BM-11785|13.36
412|133305|2014-07-11|Standard|MH-17455|67.4
413|133354|2014-02-22|First|SA-20830|19.44
414|133389|2014-06-22|Same Day|TB-21280|8.226
415|133424|2014-03-30|Standard|Dl-13600|60.24
416|133543|2014-12-22|Standard|KM-16660|11.76
417|133592|2014-12-31|Standard|KM-16375|2846.22
418|133634|2014-11-05|Standard|SR-20740|47.79
419|133690|2014-08-03|First|BS-11755|221.35
420|133704|2014-09-20|Standard|MA-17995|64.152
421|133753|2014-06-09|Second|CW-11905|142.344
422|133809|2014-11-18|Second|MS-17530|21.396
423|133830|2014-12-05|Standard|RL-19615|90.58
424|133851|2014-06-09|Standard|CM-12445|30.46
425|133963|2014-05-18|Second|GA-14515|3.984
426|134061|2014-04-29|Standard|LL-16840|17.46
427|134103|2014-01-30|Standard|MV-18190|240.5
428|134215|2014-08-04|Standard|ML-17395|617.12
429|134278|2014-07-06|First|EP-13915|559.992
430|134313|2014-11-01|Standard|RA-19915|2027.144
431|134551|2014-12-20|Standard|TS-21505|732.312
432|134572|2014-04-20|Second|SV-20365|1190.53
433|134621|2014-12-21|Standard|DP-13390|18.24
434|134677|2014-10-06|Standard|XP-21865|9.09
435|134726|2014-11-02|Second|SW-20755|94.73200000000001
436|135090|2014-11-22|Standard|SP-20920|53.82
437|135405|2014-01-09|Standard|MS-17830|40.544000000000004
438|135608|2014-12-08|Second|JK-15625|649.6
439|135657|2014-06-03|Second|SC-20725|515.88
440|135699|2014-08-29|Same Day|HH-15010|123.28
441|135755|2014-05-03|Standard|NC-18415|51.071999999999996
442|135993|2014-05-28|Standard|PJ-18835|85.008
443|136280|2014-11-29|Standard|Co-12640|5.04
444|136336|2014-04-21|Standard|DB-13555|828.84
445|136399|2014-12-16|First|CC-12100|1308.1960000000001
446|136567|2014-12-20|First|PS-19045|2884.37
447|136644|2014-06-16|Standard|SC-20575|647.84
448|136742|2014-04-06|Standard|GP-14740|44.91
449|136861|2014-09-05|First|PR-18880|31.984
450|137092|2014-10-20|Second|LS-16975|862.202
451|137274|2014-03-29|Standard|MG-18145|890.841
452|137351|2014-09-30|Standard|DB-13615|43.176
453|137575|2014-08-06|Standard|TB-21625|199.98
454|137589|2014-11-03|Standard|MS-17770|286.344
455|137911|2014-10-09|Standard|BP-11095|88.76799999999999
456|138023|2014-08-15|First|KH-16510|30.96
457|138072|2014-12-30|Standard|GA-14725|27.968000000000004
458|138100|2014-09-15|Standard|AA-10315|29.5
459|138128|2014-12-09|Standard|FP-14320|1110.6480000000001
460|138177|2014-09-19|Standard|ND-18460|73.915
461|138198|2014-07-18|Standard|JL-15130|13.904000000000002
462|138240|2014-10-09|Standard|SJ-20500|160.592
463|138296|2014-12-05|Standard|RC-19825|24.56
464|138317|2014-06-21|Standard|NW-18400|385.26099999999997
465|138359|2014-04-01|Standard|KH-16330|73.2
466|138436|2014-03-26|Standard|JD-15895|66.3
467|138450|2014-10-18|Standard|EH-13765|249.472
468|138513|2014-05-23|Standard|EH-13990|12.96
469|138527|2014-09-12|Standard|BN-11470|192.424
470|138681|2014-12-20|First|CT-11995|596.664
471|138709|2014-07-04|Standard|MS-17770|37.44
472|138737|2014-12-07|First|FP-14320|8.64
473|138940|2014-04-11|Second|GM-14455|758.352
474|139017|2014-05-11|Standard|RM-19375|46.864
475|139192|2014-05-27|Second|LC-16885|1213.494
476|139283|2014-11-23|Standard|BT-11440|14.67
477|139423|2014-11-01|Standard|DG-13300|76.12
478|139451|2014-10-12|Standard|DN-13690|36.29
479|139542|2014-10-25|Standard|EH-14185|54.474
480|139598|2014-12-26|Standard|MG-17695|361.608
481|139633|2014-12-17|Standard|EC-14050|5.484
482|139857|2014-02-02|Standard|CD-12790|12.35
483|139892|2014-09-08|Standard|BM-11140|10539.896
484|140004|2014-03-21|Standard|CB-12025|13.456
485|140032|2014-09-08|Standard|TS-21340|8.607999999999999
486|140039|2014-09-13|Standard|ON-18715|79.4
487|140165|2014-05-13|First|EH-14005|405.45599999999996
488|140228|2014-04-28|Standard|GB-14530|211.576
489|140396|2014-11-20|Standard|KH-16330|907.56
490|140403|2014-10-10|Same Day|TN-21040|137.632
491|140473|2014-05-30|Standard|MC-17425|719.9760000000001
492|140487|2014-06-14|Standard|SR-20425|212.94
493|140662|2014-11-17|First|TS-21205|1075.37
494|140732|2014-11-11|Second|MA-17560|707.628
495|140795|2014-02-01|First|BD-11500|468.9
496|140816|2014-12-20|Same Day|TC-21295|447.944
497|140858|2014-06-28|Standard|CA-12775|1639.711
498|140886|2014-09-30|Standard|KW-16570|69.21600000000001
499|141005|2014-08-15|First|CS-12355|62.94
500|141110|2014-11-26|Standard|LS-17200|67.112
501|141152|2014-09-16|First|RF-19345|33.552
502|141173|2014-11-18|Second|JC-16105|67.15
503|141278|2014-06-21|First|RM-19375|21.4
504|141299|2014-06-03|Second|RB-19795|15.28
505|141313|2014-12-28|Standard|AJ-10780|2583.19
506|141355|2014-09-25|Standard|BF-11005|14.575999999999999
507|141607|2014-12-12|Standard|WB-21850|43.31
508|141649|2014-09-30|Same Day|DM-12955|795.408
509|141726|2014-07-20|First|CC-12145|176.49400000000003
510|141796|2014-06-21|Same Day|JG-15160|1214.85
511|141817|2014-01-05|Standard|MB-18085|19.535999999999998
512|141838|2014-03-26|Second|DK-12835|60.08
513|141901|2014-08-09|Standard|GM-14500|5.98
514|142048|2014-06-22|First|JE-15745|196.752
515|142314|2014-12-23|Standard|SF-20200|207.24
516|142510|2014-12-22|Standard|NP-18700|274.096
517|142587|2014-10-21|First|TB-21520|531.382
518|142727|2014-04-29|Second|HG-14845|69.9
519|142769|2014-09-13|Same Day|RP-19390|561.73
520|142839|2014-08-16|Standard|TS-21610|853.092
521|142951|2014-10-08|Same Day|JG-15115|23.471999999999998
522|142965|2014-07-20|Same Day|SW-20245|53.343999999999994
523|142979|2014-04-12|Standard|EH-13765|39.68
524|143168|2014-10-18|Second|IG-15085|63.303999999999995
525|143182|2014-10-15|Standard|DL-12865|15.384
526|143210|2014-12-01|First|AA-10645|327.56
527|143336|2014-08-27|Second|ZD-21925|244.76
528|143371|2014-12-28|Standard|MD-17350|1049.97
